(myenv) gowrav8849@PAVILION:~/V2/refactored$ python run_experiments.py --models gcn gat h2gcn linkx --datasets cornell citeseer cornell pubmed texas wisconsin actor --feature-settings full none random topk --selectors variance correlation random_forest --topk-values 16 64 256 --seeds 0 1 2
2026-04-28 17:47:25,896 | I | runner | Run wisconsin_gcn_topk_correlation_k256_s0 | acc=0.5294 f1=0.2133 auc=0.6953
2026-04-28 17:47:27,158 | I | runner | Run wisconsin_gcn_topk_random_forest_k16_s0 | acc=0.5098 f1=0.2123 auc=0.7162
2026-04-28 17:47:28,500 | I | runner | Run wisconsin_gcn_topk_random_forest_k64_s0 | acc=0.5098 f1=0.2075 auc=0.7191
2026-04-28 17:47:30,058 | I | runner | Run wisconsin_gcn_topk_random_forest_k256_s0 | acc=0.6078 f1=0.3406 auc=0.6790
2026-04-28 17:47:31,154 | I | runner | Run wisconsin_gcn_full_s1 | acc=0.6078 f1=0.2421 auc=0.6577
2026-04-28 17:47:31,840 | I | runner | Run wisconsin_gcn_none_s1 | acc=0.5490 f1=0.2608 auc=0.6105
2026-04-28 17:47:32,498 | I | runner | Run wisconsin_gcn_random_s1 | acc=0.4902 f1=0.1785 auc=0.6262
2026-04-28 17:47:33,789 | I | runner | Run wisconsin_gcn_topk_variance_k16_s1 | acc=0.5490 f1=0.2333 auc=0.7465
2026-04-28 17:47:34,794 | I | runner | Run wisconsin_gcn_topk_variance_k64_s1 | acc=0.5294 f1=0.2133 auc=0.6899
2026-04-28 17:47:35,839 | I | runner | Run wisconsin_gcn_topk_variance_k256_s1 | acc=0.6078 f1=0.2421 auc=0.6775
2026-04-28 17:47:37,361 | I | runner | Run wisconsin_gcn_topk_correlation_k16_s1 | acc=0.5686 f1=0.2371 auc=0.7580
